ConversationID,Filename,PersonID,PersonCrmID,AccountID,AccountCrmID,MediaType,Platform,Date,Duration
6be84df9-059d-4709-bbb3-623d8e451adf,transcript_audio_6be84df9-059d-4709-bbb3-623d8e451adf_1763175719682.txt,423145830,003fh000002KVXzAAO,68119001,001fh000004m2ZxAAI,audio,salesloft,2025-11-05T20:52:42.790Z,122000
a900d16c-8653-4e42-abca-b0e26da754b4,transcript_audio_a900d16c-8653-4e42-abca-b0e26da754b4_1763175721019.txt,423145829,003fh000002F8mXAAS,68118994,001fh000004b4okAAA,audio,salesloft,2025-11-05T18:59:34.398Z,324000
059b7c41-6e5b-4652-b02b-ab138e481ec0,transcript_audio_059b7c41-6e5b-4652-b02b-ab138e481ec0_1763175722454.txt,431345112,003Vq00000YQw83IAD,70597315,001Vq00000Ro7ehIAB,audio,salesloft,2025-11-04T22:11:34.453Z,252000
b5b9ef45-938f-4dde-9646-202ce4958235,transcript_audio_b5b9ef45-938f-4dde-9646-202ce4958235_1763175724100.txt,423146341,003fh000001myFAAAY,68119390,001fh000003pfL2AAI,audio,salesloft,2025-11-04T21:59:49.434Z,157000
b99d1169-5083-44fd-b264-41149d81195c,transcript_audio_b99d1169-5083-44fd-b264-41149d81195c_1763175725425.txt,423145820,003fh000002KTXoAAO,68118988,001fh000004lepMAAQ,audio,salesloft,2025-11-04T21:34:36.378Z,160000
b6160b2f-5512-4e48-9ea9-d5fe858df43c,transcript_audio_b6160b2f-5512-4e48-9ea9-d5fe858df43c_1763175726957.txt,423145738,003fh000001myScAAI,68118888,001fh000003pp8wAAA,audio,salesloft,2025-11-04T21:11:09.139Z,172000
a695f780-56ae-4ef6-8a15-a5ecc78b7915,transcript_audio_a695f780-56ae-4ef6-8a15-a5ecc78b7915_1763175728387.txt,423145716,003Vq00000SfsNhIAJ,68118891,001Vq00000RnIK9IAN,audio,salesloft,2025-11-04T20:56:40.686Z,305000
fa826ab2-924f-417b-acc2-12d7a03b6756,transcript_video_fa826ab2-924f-417b-acc2-12d7a03b6756_1763175729653.txt,423146866,003fh000002Q2Y9AAK,,,video,zoom,2025-11-04T18:02:14.783Z,3532000
78dfdf63-8997-4db8-86a0-9f44bcb28fec,transcript_audio_78dfdf63-8997-4db8-86a0-9f44bcb28fec_1763175732972.txt,431706059,003Vq00000YcSz3IAF,70694652,001Vq00000Ro8CMIAZ,audio,salesloft,2025-11-03T21:47:50.857Z,193000
789830f1-25d8-46a4-a175-ab5d3d1e1968,transcript_audio_789830f1-25d8-46a4-a175-ab5d3d1e1968_1763175734263.txt,423146182,003Vq00000SeqSrIAJ,68119253,001Vq00000Ro81gIAB,audio,salesloft,2025-11-03T21:42:14.564Z,129000
d8e85343-f6f9-4c10-b1cf-578fbb99bf4a,transcript_audio_d8e85343-f6f9-4c10-b1cf-578fbb99bf4a_1763175735771.txt,423146177,003Vq00000SeP1DIAV,68119241,001Vq00000Ro8A2IAJ,audio,salesloft,2025-11-03T21:24:48.889Z,287000
36cf30bf-57d6-4241-a085-dbacb818e0e8,transcript_audio_36cf30bf-57d6-4241-a085-dbacb818e0e8_1763175737169.txt,423145831,003fh000002Ka6EAAS,68118988,001fh000004lepMAAQ,audio,salesloft,2025-11-03T20:37:36.847Z,179000
da9afd74-64e9-437b-9570-72e2e5cd4965,transcript_audio_da9afd74-64e9-437b-9570-72e2e5cd4965_1763175738558.txt,423145873,003fh000002OXpkAAG,68119031,001fh000004vNTtAAM,audio,salesloft,2025-11-03T20:23:51.823Z,176000
4507c8d1-dfb2-40f6-87e7-d65c4e9c90c7,transcript_audio_4507c8d1-dfb2-40f6-87e7-d65c4e9c90c7_1763175739856.txt,423145658,003fh000002OQV0AAO,68118834,001Vq00000Rb50RIAR,audio,salesloft,2025-11-03T20:21:26.587Z,124000
f15e736a-6877-4054-a3b4-6f7441588149,transcript_audio_f15e736a-6877-4054-a3b4-6f7441588149_1763175741423.txt,423145827,003fh000002F9WWAA0,68118993,001fh000004aXCvAAM,audio,salesloft,2025-11-03T20:09:45.395Z,163000
d5b2cd06-adaf-4d75-9149-588f769bce16,transcript_audio_d5b2cd06-adaf-4d75-9149-588f769bce16_1763175742839.txt,423146048,,68119143,001Vq00000Ro7phIAB,audio,salesloft,2025-11-03T19:43:32.405Z,232000
665da577-5d4b-4c22-8f86-a1247612c2e7,transcript_audio_665da577-5d4b-4c22-8f86-a1247612c2e7_1763175744175.txt,423145703,003Vq00000SfVz0IAF,68118903,001Vq00000RnLdoIAF,audio,salesloft,2025-11-03T19:09:17.682Z,445000
59c6f45c-c32d-4422-a335-586ca809e801,transcript_audio_59c6f45c-c32d-4422-a335-586ca809e801_1763175745601.txt,423145880,003fh000002OY93AAG,68119032,001fh000004vSDNAA2,audio,salesloft,2025-11-03T18:52:14.363Z,127000
aaad693e-8756-41a8-b282-28396907dd31,transcript_audio_aaad693e-8756-41a8-b282-28396907dd31_1763175746965.txt,423145869,003fh000002OXg3AAG,68119016,001fh000004uwQbAAI,audio,salesloft,2025-10-31T21:52:34.224Z,158000
c0334915-31e0-425f-b0f6-acc26709b426,transcript_audio_c0334915-31e0-425f-b0f6-acc26709b426_1763175748506.txt,423145873,003fh000002OXpkAAG,68119031,001fh000004vNTtAAM,audio,salesloft,2025-10-31T21:20:13.469Z,152000
07283eeb-599c-4f9d-854e-dbc13f7dd430,transcript_audio_07283eeb-599c-4f9d-854e-dbc13f7dd430_1763175750041.txt,423145880,003fh000002OY93AAG,68119032,001fh000004vSDNAA2,audio,salesloft,2025-10-31T21:08:38.203Z,120000
79f1f216-68a1-4162-bfd2-cd68332303a4,transcript_audio_79f1f216-68a1-4162-bfd2-cd68332303a4_1763175751427.txt,423145742,003fh000001myV0AAI,68118913,001fh000003ppBaAAI,audio,salesloft,2025-10-31T20:20:01.636Z,138000
62f18e4c-a720-46af-8736-a98c643a0817,transcript_audio_62f18e4c-a720-46af-8736-a98c643a0817_1763175752960.txt,423145829,003fh000002F8mXAAS,68118994,001fh000004b4okAAA,audio,salesloft,2025-10-31T16:23:34.779Z,183000
4d854dc4-d8f6-469b-a3aa-0f0054b0aa6e,transcript_audio_4d854dc4-d8f6-469b-a3aa-0f0054b0aa6e_1763175754438.txt,423145776,003fh000001myN8AAI,68118958,001fh000003pp5fAAA,audio,salesloft,2025-10-30T20:10:14.129Z,413000
b1321057-deac-4b59-88f6-ca27f237d370,transcript_audio_b1321057-deac-4b59-88f6-ca27f237d370_1763175755778.txt,423145769,003fh000002F0FzAAK,68118930,001fh000004afiOAAQ,audio,salesloft,2025-10-30T20:02:18.365Z,127000
a2079144-42e9-4f28-b48e-0e421c8123c1,transcript_audio_a2079144-42e9-4f28-b48e-0e421c8123c1_1763175757192.txt,423145788,003fh000002F2QCAA0,68118961,001fh000004aWOzAAM,audio,salesloft,2025-10-30T19:20:50.307Z,136000
6188b5e0-504c-47f5-b38e-bd76bf521bbe,transcript_audio_6188b5e0-504c-47f5-b38e-bd76bf521bbe_1763175758676.txt,423146118,003Vq00000SfRH4IAN,68119195,001Vq00000Ro7o7IAB,audio,salesloft,2025-10-30T17:46:13.281Z,159000
bce63873-c8f0-4a39-b0d9-19c48a4853a5,transcript_audio_bce63873-c8f0-4a39-b0d9-19c48a4853a5_1763175760146.txt,423228913,003fh000002OX1mAAG,68133648,001fh000004vRqtAAE,audio,salesloft,2025-10-30T17:33:49.570Z,184000
e2df4a43-6ede-401b-8737-813c7595d41a,transcript_audio_e2df4a43-6ede-401b-8737-813c7595d41a_1763175761563.txt,423216261,003Vq00000S9pkjIAB,68129780,001Vq00000RMP8IIAX,audio,salesloft,2025-10-30T17:30:18.802Z,131000
5f27acee-d470-400a-adb9-16084ccfcc1b,transcript_audio_5f27acee-d470-400a-adb9-16084ccfcc1b_1763175763045.txt,423146437,003fh000002G5tsAAC,68119483,001fh000003pp7nAAA,audio,salesloft,2025-10-30T17:14:59.037Z,138000
59e5cb90-316e-4736-a644-ac49f4b2180e,transcript_audio_59e5cb90-316e-4736-a644-ac49f4b2180e_1763175764707.txt,423145796,003fh000001myS8AAI,68118968,001fh000003ppAGAAY,audio,salesloft,2025-10-30T16:44:14.308Z,159000
d4536f26-43c2-4dcc-88f6-06fc15b221f9,transcript_audio_d4536f26-43c2-4dcc-88f6-06fc15b221f9_1763175767761.txt,423145814,003fh000002Juv0AAC,68118973,001fh000004kcmXAAQ,audio,salesloft,2025-10-29T20:27:46.067Z,134000
9da3b9a2-3f78-4515-9882-9dbb5b93f5e4,transcript_audio_9da3b9a2-3f78-4515-9882-9dbb5b93f5e4_1763175769100.txt,423146551,003fh000002G5nPAAS,68119494,001fh000003pp8vAAA,audio,salesloft,2025-10-29T20:17:06.533Z,209000
1ccb9658-b627-4d65-b1a5-fab8feba0e52,transcript_audio_1ccb9658-b627-4d65-b1a5-fab8feba0e52_1763175770573.txt,423146713,003fh000002GFunAAG,68119694,001fh000004d0M2AAI,audio,salesloft,2025-10-29T17:06:19.821Z,441000
9be8e27b-4250-4ed1-a798-0135db22b845,transcript_audio_9be8e27b-4250-4ed1-a798-0135db22b845_1763175772025.txt,423145829,003fh000002F8mXAAS,68118994,001fh000004b4okAAA,audio,salesloft,2025-10-28T23:13:27.390Z,177000
0178263d-f112-4ce4-a4fc-43a2f593103b,transcript_audio_0178263d-f112-4ce4-a4fc-43a2f593103b_1763175773374.txt,423145703,003Vq00000SfVz0IAF,68118903,001Vq00000RnLdoIAF,audio,salesloft,2025-10-28T22:33:16.275Z,141000
3ff6d0b4-d775-4729-a79f-97e7fde58110,transcript_audio_3ff6d0b4-d775-4729-a79f-97e7fde58110_1763175775918.txt,423145714,003fh000001myRGAAY,68118888,001fh000003pp8wAAA,audio,salesloft,2025-10-27T18:41:20.423Z,161000
461a5531-4e7d-4458-a478-5422cb96b51c,transcript_audio_461a5531-4e7d-4458-a478-5422cb96b51c_1763175777242.txt,423140721,003fh000002FAcDAAW,68117821,001fh000004b5RRAAY,audio,salesloft,2025-10-27T18:10:07.691Z,218000
98131b2d-e518-44ac-ab23-29da9fa8bc65,transcript_audio_98131b2d-e518-44ac-ab23-29da9fa8bc65_1763175778643.txt,423146603,003fh000002FyxDAAS,68119598,001fh000004C8S5AAK,audio,salesloft,2025-10-23T19:41:35.062Z,264000
fd6d503f-3ab4-4a96-8999-15a40e125df6,transcript_audio_fd6d503f-3ab4-4a96-8999-15a40e125df6_1763175780149.txt,423146665,003fh000002G5vWAAS,68119654,001fh000004cpnLAAQ,audio,salesloft,2025-10-22T20:25:27.479Z,166000
799b5fff-e9c1-4af6-896e-15d637c546cb,transcript_audio_799b5fff-e9c1-4af6-896e-15d637c546cb_1763175781544.txt,423145831,003fh000002Ka6EAAS,68118988,001fh000004lepMAAQ,audio,salesloft,2025-10-22T19:39:52.316Z,140000
6677f513-9c5e-4898-b83f-a6a301f8d87a,transcript_audio_6677f513-9c5e-4898-b83f-a6a301f8d87a_1763175782950.txt,423145738,003fh000001myScAAI,68118888,001fh000003pp8wAAA,audio,salesloft,2025-10-22T18:19:18.691Z,120000
e6b42214-e265-4db8-9707-ec8d190116a2,transcript_audio_e6b42214-e265-4db8-9707-ec8d190116a2_1763175784315.txt,423145832,003fh000002KZeoAAG,68118972,001fh000004mRBKAA2,audio,salesloft,2025-10-22T18:01:51.467Z,131000
3c11c376-ac5e-43b4-a1f8-f289427bd02b,transcript_audio_3c11c376-ac5e-43b4-a1f8-f289427bd02b_1763175788684.txt,427721128,003Vq00000WWUrqIAH,69523814,001Vq00000W7e1ZIAR,audio,salesloft,2025-10-21T21:36:16.600Z,1049000
bc90f3e6-b10a-48af-a919-266c9bb4cbe8,transcript_audio_bc90f3e6-b10a-48af-a919-266c9bb4cbe8_1763175790054.txt,423145759,003fh000002F6C4AAK,68118956,001fh000004ZcZtAAK,audio,salesloft,2025-10-21T21:20:04.301Z,124000
6198329f-e018-48b3-9257-66e3866fa110,transcript_audio_6198329f-e018-48b3-9257-66e3866fa110_1763175791406.txt,423145742,003fh000001myV0AAI,68118913,001fh000003ppBaAAI,audio,salesloft,2025-10-21T18:58:35.371Z,145000
14f9cd21-54ae-4c7e-b02c-99f01ad44d54,transcript_audio_14f9cd21-54ae-4c7e-b02c-99f01ad44d54_1763175792901.txt,423140678,003Vq00000SfNtRIAV,68117791,001Vq00000RmqrVIAR,audio,salesloft,2025-10-21T17:25:38.645Z,180000
657e9bca-0e3e-429e-af77-39a22ca4a602,transcript_audio_657e9bca-0e3e-429e-af77-39a22ca4a602_1763175794473.txt,427880048,003Vq00000Wxb18IAB,69350657,001Vq00000Ro7jDIAR,audio,salesloft,2025-10-21T16:25:26.730Z,186000
d8045a32-8c42-4e40-9658-1b34dd6b1b1c,transcript_video_d8045a32-8c42-4e40-9658-1b34dd6b1b1c_1763175796112.txt,426895359,003Vq00000WCFthIAH,68118818,001Vq00000RmqsUIAR,video,zoom,2025-10-20T22:59:57.490Z,217344
66696c97-07a9-4f5b-8a4a-5bf0d260fdda,transcript_audio_66696c97-07a9-4f5b-8a4a-5bf0d260fdda_1763175797618.txt,425813477,,68118870,001Vq00000RmqtqIAB,audio,salesloft,2025-10-20T19:45:51.242Z,133000
43b0afe9-c57f-48e5-92f1-001bb66be835,transcript_audio_43b0afe9-c57f-48e5-92f1-001bb66be835_1763175799008.txt,423145814,003fh000002Juv0AAC,68118973,001fh000004kcmXAAQ,audio,salesloft,2025-10-20T19:39:05.205Z,125000
261139f8-6da9-449b-bb10-63f08cb06b65,transcript_audio_261139f8-6da9-449b-bb10-63f08cb06b65_1763175800499.txt,423145765,003fh000002EvdGAAS,68118932,001fh000004ahtoAAA,audio,salesloft,2025-10-20T19:08:44.002Z,156000
e5d5f425-7ea0-4bb7-82b4-cefcd429bc6d,transcript_video_e5d5f425-7ea0-4bb7-82b4-cefcd429bc6d_1763175802009.txt,426895359,003Vq00000WCFthIAH,68118818,001Vq00000RmqsUIAR,video,zoom,2025-10-16T21:00:00.775Z,1528352
a6c86665-c256-4548-b346-35c3ea2a2b58,transcript_audio_a6c86665-c256-4548-b346-35c3ea2a2b58_1763175805156.txt,423145820,003fh000002KTXoAAO,68118988,001fh000004lepMAAQ,audio,salesloft,2025-10-14T16:46:31.287Z,122000
8ee6d67b-d156-43fe-aa6e-01f7e5e78d8a,transcript_audio_8ee6d67b-d156-43fe-aa6e-01f7e5e78d8a_1763175808175.txt,423145685,003Vq00000Sf7v3IAB,68118859,001Vq00000RnLeiIAF,audio,salesloft,2025-10-10T20:38:13.356Z,668000
bed7b107-ca46-46aa-b40c-22ac6d08bdcf,transcript_audio_bed7b107-ca46-46aa-b40c-22ac6d08bdcf_1763175809929.txt,423140715,003fh000002LElKAAW,68117815,001fh000004o1EkAAI,audio,salesloft,2025-10-10T20:19:49.034Z,187000
0e8358ee-bc12-4e60-8f5d-5973d02da3fc,transcript_audio_0e8358ee-bc12-4e60-8f5d-5973d02da3fc_1763175811519.txt,423145549,003Vq00000SeuwGIAR,68118750,001Vq00000Rmqp7IAB,audio,salesloft,2025-10-10T20:09:21.874Z,122000
8c435aaa-2d73-4512-bb6d-7c4c5851d67a,transcript_audio_8c435aaa-2d73-4512-bb6d-7c4c5851d67a_1763175812986.txt,423145559,003Vq00000SfARZIA3,68118755,001Vq00000RmqoNIAR,audio,salesloft,2025-10-10T17:25:47.580Z,176000
4bf11698-4f03-4d65-be92-82860ea05752,transcript_audio_4bf11698-4f03-4d65-be92-82860ea05752_1763175814395.txt,423145738,003fh000001myScAAI,68118888,001fh000003pp8wAAA,audio,salesloft,2025-10-10T17:15:50.067Z,149000
eed0839f-61a1-4265-b0de-9017e89dd56e,transcript_audio_eed0839f-61a1-4265-b0de-9017e89dd56e_1763175815759.txt,423145601,003Vq00000SfZVSIA3,68118788,001Vq00000RmqpFIAR,audio,salesloft,2025-10-09T17:22:05.339Z,868000
a53381b6-8053-4e18-bed1-77f74feb8855,transcript_audio_a53381b6-8053-4e18-bed1-77f74feb8855_1763175817276.txt,423145697,003Vq00000SfZNQIA3,68118875,001Vq00000RmqtyIAB,audio,salesloft,2025-10-09T17:11:37.516Z,134000
a426b2ea-ab8d-48dd-a40a-b89ed5283b4c,transcript_audio_a426b2ea-ab8d-48dd-a40a-b89ed5283b4c_1763175818884.txt,426010584,003Vq00000VN3zWIAT,68934766,001Vq00000Un4CXIAZ,audio,salesloft,2025-10-09T13:38:35.900Z,124000
bcc8a5fb-bb13-4f66-a9c6-018deefc6da6,transcript_audio_bcc8a5fb-bb13-4f66-a9c6-018deefc6da6_1763175820299.txt,423228873,003fh000002Jo9fAAC,68133613,001fh000004k797AAA,audio,salesloft,2025-10-09T13:30:25.139Z,168000
3e4f3c01-0781-4379-9f94-446e0d128d3b,transcript_audio_3e4f3c01-0781-4379-9f94-446e0d128d3b_1763175821888.txt,423145826,003fh000002F6GsAAK,68118992,001fh000004b4NLAAY,audio,salesloft,2025-10-08T22:38:45.450Z,121000
9f6a30be-48de-4ffc-a98f-cccfb21f8ee5,transcript_audio_9f6a30be-48de-4ffc-a98f-cccfb21f8ee5_1763175823206.txt,423145632,003Vq00000Sk8cnIAB,68118809,001Vq00000Rmqr6IAB,audio,salesloft,2025-10-08T21:54:46.029Z,131000
4acca78e-0c96-473e-96cc-231f4fa0a9ed,transcript_audio_4acca78e-0c96-473e-96cc-231f4fa0a9ed_1763175826870.txt,423145553,003Vq00000SfBtvIAF,68118759,001Vq00000RmqqGIAR,audio,salesloft,2025-10-07T17:15:57.552Z,165000
fcdf842a-446b-4654-82a5-a89b2240434e,transcript_audio_fcdf842a-446b-4654-82a5-a89b2240434e_1763175829537.txt,423145708,003Vq00000SfZdsIAF,68118874,001Vq00000RmqvRIAR,audio,salesloft,2025-10-07T16:50:43.899Z,128000
b6a5fd73-6855-46e2-8a64-a6724c40f4da,transcript_audio_b6a5fd73-6855-46e2-8a64-a6724c40f4da_1763175830984.txt,423145704,003Vq00000Sk8cqIAB,68118875,001Vq00000RmqtyIAB,audio,salesloft,2025-10-06T22:21:13.934Z,313000
c88bf760-e24d-4bc8-9109-0bfc9b69eadb,transcript_audio_c88bf760-e24d-4bc8-9109-0bfc9b69eadb_1763175832427.txt,423145678,003Vq00000Sf3t5IAB,68118854,001Vq00000RmqufIAB,audio,salesloft,2025-10-06T21:15:18.825Z,134000
e6fe9a1c-c4eb-4a06-bdad-3dbeea26817f,transcript_audio_e6fe9a1c-c4eb-4a06-bdad-3dbeea26817f_1763175833764.txt,423145685,003Vq00000Sf7v3IAB,68118859,001Vq00000RnLeiIAF,audio,salesloft,2025-10-06T18:35:23.198Z,220000
77661f38-1cc2-406b-8c0f-56e0d1662030,transcript_audio_77661f38-1cc2-406b-8c0f-56e0d1662030_1763175835305.txt,423145695,003Vq00000SfZDEIA3,68118868,001Vq00000RnLeuIAF,audio,salesloft,2025-10-06T17:02:23.010Z,977000
3297df91-b84e-43bb-ab01-26c91753ccc1,transcript_audio_3297df91-b84e-43bb-ab01-26c91753ccc1_1763175840915.txt,423145551,003Vq00000SfOO1IAN,68118760,001Vq00000Rmqq1IAB,audio,salesloft,2025-10-02T16:50:37.064Z,130000
19193c11-fa30-4eeb-8db0-12b1392a24d8,transcript_audio_19193c11-fa30-4eeb-8db0-12b1392a24d8_1763175842369.txt,423145557,003Vq00000SfMNrIAN,68118783,001Vq00000RmqqlIAB,audio,salesloft,2025-10-02T16:15:58.771Z,220000
e36d2093-46b7-4ff4-938b-d9f9c91052d5,transcript_audio_e36d2093-46b7-4ff4-938b-d9f9c91052d5_1763175845037.txt,423145573,003Vq00000S9jyiIAB,68118764,001Vq00000RMD79IAH,audio,salesloft,2025-10-01T17:13:34.143Z,122000
2d1d090e-855d-4081-911d-a7efee8be26b,transcript_audio_2d1d090e-855d-4081-911d-a7efee8be26b_1763175846441.txt,422963615,003Vq00000Se8DHIAZ,68094614,001Vq00000Rlr84IAB,audio,salesloft,2025-10-01T15:11:50.503Z,614000
5f06f14f-f6a3-4d8d-bb81-730e0109ba16,transcript_audio_5f06f14f-f6a3-4d8d-bb81-730e0109ba16_1763175847982.txt,423145595,003Vq00000SfXW9IAN,68118786,001Vq00000RmqpyIAB,audio,salesloft,2025-09-30T21:05:06.067Z,197000
940985b2-17a4-4dfe-acee-0276d7002ccd,transcript_audio_940985b2-17a4-4dfe-acee-0276d7002ccd_1763175849301.txt,423145605,003Vq00000SfZD4IAN,68118790,001Vq00000RmqpTIAR,audio,salesloft,2025-09-30T17:21:20.020Z,366000
adbaad64-a975-4ec6-a025-37b47c2968a3,transcript_audio_adbaad64-a975-4ec6-a025-37b47c2968a3_1763175852342.txt,423228428,003Vq00000SeKBBIA3,68133206,001Vq00000Rl3GvIAJ,audio,salesloft,2025-09-24T18:36:14.479Z,164000
538affeb-6543-4ebf-98a7-e9d5dc6fe7e5,transcript_audio_538affeb-6543-4ebf-98a7-e9d5dc6fe7e5_1763175853902.txt,422962804,003Vq00000SXW7ZIAX,68094499,001Vq00000Rlr0QIAR,audio,salesloft,2025-09-23T15:55:44.462Z,171000
